School_ID;Student_ID;Attendance;Tutoring_Sessions;Teacher_Quality;School_Type;Distance_from_Home;Previous_Scores;Exam_Score
2415;2415;99;4;Medium;Private;Near;67;73
2416;2416;64;1;Medium;Public;Near;66;64
2417;2417;72;3;Low;Public;Near;87;67
2418;2418;75;3;Medium;Public;Near;84;69
2419;2419;91;1;High;Public;Moderate;76;69
2420;2420;84;2;Medium;Public;Moderate;71;67
2421;2421;86;2;Medium;Public;Near;83;72
2422;2422;90;2;High;Public;Near;52;86
2423;2423;65;0;High;Private;Far;54;62
2424;2424;93;1;Low;Public;Near;79;69
2425;2425;88;2;Medium;Public;Near;61;68
2426;2426;83;1;Medium;Public;Far;89;99
2427;2427;96;1;Medium;Private;Far;89;70
2428;2428;88;2;Medium;Public;Near;85;68
2429;2429;68;0;Medium;Public;Near;95;67
2430;2430;77;1;High;Public;Near;57;66
2431;2431;80;0;Medium;Private;Near;63;66
2432;2432;62;2;Medium;Public;Moderate;63;62
2433;2433;98;3;Medium;Public;Near;89;72
2434;2434;65;0;Medium;Public;Near;76;64
2435;2435;88;1;Medium;Public;Near;63;68
2436;2436;80;2;Low;Public;Far;57;66
2437;2437;61;4;Medium;Private;Near;95;68
2438;2438;97;3;Medium;Public;Near;85;75
2439;2439;94;3;High;Public;Far;76;67
2440;2440;81;2;Medium;Public;Near;98;65
2441;2441;69;2;Low;Public;Near;92;68
2442;2442;65;2;Medium;Private;Near;59;67
2443;2443;75;1;Medium;Private;Near;75;63
2444;2444;70;2;High;Public;Near;74;67
2445;2445;80;0;Medium;Private;Near;92;67
2446;2446;99;2;High;Public;Near;57;73
2447;2447;83;0;Medium;Public;Near;73;67
2448;2448;96;1;Medium;Public;Near;82;71
2449;2449;86;2;Medium;Public;Near;97;67
2450;2450;79;0;Medium;Public;Near;95;68
2451;2451;94;1;High;Private;Near;77;68
2452;2452;79;1;Medium;Private;Far;80;66
2453;2453;95;0;High;Public;Near;93;68
2454;2454;72;2;Low;Private;Near;87;63
2455;2455;65;2;Medium;Public;Moderate;94;68
2456;2456;94;1;Medium;Public;Near;95;74
2457;2457;83;3;Medium;Public;Moderate;92;65
2458;2458;96;1;Low;Private;Moderate;50;69
2459;2459;98;1;Medium;Public;Moderate;66;70
2460;2460;62;3;High;Public;Moderate;70;65
2461;2461;80;1;Medium;Public;Near;84;68
2462;2462;75;0;Medium;Public;Moderate;65;65
2463;2463;85;0;High;Public;Near;66;68
2464;2464;92;4;Medium;Public;Near;70;68
2465;2465;71;0;Medium;Public;Far;98;66
2466;2466;82;0;Medium;Public;Near;72;70
2467;2467;88;1;Medium;Private;Far;57;66
2468;2468;65;0;Medium;Public;Near;50;64
2469;2469;93;1;Medium;Public;Near;62;70
2470;2470;84;1;Medium;Public;Near;97;68
2471;2471;98;4;Low;Public;Moderate;98;74
2472;2472;74;2;High;Public;Near;76;71
2473;2473;64;0;Medium;Public;Near;82;61
2474;2474;80;3;Medium;Public;Near;90;64
2475;2475;63;2;Medium;Public;Moderate;53;64
2476;2476;99;0;Medium;Private;Near;69;73
2477;2477;62;0;High;Public;Moderate;82;62
2478;2478;90;0;High;Public;Near;95;71
2479;2479;81;2;High;Public;Near;86;68
2480;2480;75;2;Medium;Public;Near;68;67
2481;2481;63;1;;Public;Far;95;63
2482;2482;85;2;Medium;Public;Near;83;71
2483;2483;83;1;Medium;Public;Near;92;72
2484;2484;71;3;High;Public;Moderate;69;66
2485;2485;96;1;Medium;Private;Near;50;67
2486;2486;72;0;Medium;Public;Moderate;58;66
2487;2487;78;4;Medium;Public;Near;96;68
2488;2488;82;0;Medium;Private;Near;52;64
2489;2489;64;1;Medium;Private;Near;80;65
2490;2490;97;0;Low;Public;Near;70;66
2491;2491;75;1;High;Public;Moderate;71;69
2492;2492;63;2;High;Private;Moderate;70;64
2493;2493;75;1;High;Public;Near;53;65
2494;2494;84;3;High;Public;Far;56;72
2495;2495;81;1;High;Private;Near;53;65
2496;2496;88;2;High;Public;Near;53;70
2497;2497;62;2;High;Private;Moderate;54;64
2498;2498;71;1;Low;Public;Moderate;85;62
2499;2499;93;0;Low;Private;Near;56;69
2500;2500;63;1;Low;Public;Moderate;63;62
2501;2501;94;2;Medium;Private;Near;83;69
2502;2502;64;3;Medium;Public;;56;66
2503;2503;93;2;Low;Public;Moderate;96;71
2504;2504;74;4;Low;Private;Near;74;66
2505;2505;84;0;Low;Public;Near;98;64
2506;2506;66;2;Medium;Private;Moderate;60;63
2507;2507;63;1;Medium;Private;Moderate;52;69
2508;2508;69;1;High;Public;Near;80;68
2509;2509;65;0;High;Public;Near;66;63
2510;2510;72;1;Medium;Public;Far;79;64
2511;2511;81;0;Medium;Public;Near;74;66
2512;2512;84;1;Medium;Public;Near;73;71
2513;2513;92;0;Medium;Public;Near;93;72
2514;2514;86;2;High;Private;Near;60;88
2515;2515;84;1;Medium;Public;Far;75;66
2516;2516;76;0;High;Private;Moderate;71;65
2517;2517;79;2;Medium;Private;Near;84;66
2518;2518;77;4;Medium;Private;Moderate;53;62
2519;2519;94;4;High;Private;Moderate;76;68
2520;2520;69;2;Medium;Private;Near;74;65
2521;2521;60;0;Low;Private;Near;99;62
2522;2522;86;1;High;Public;Moderate;88;74
2523;2523;68;0;Medium;Public;Near;58;64
2524;2524;96;2;High;Public;Near;75;72
2525;2525;94;0;Medium;Public;Near;89;70
2526;2526;63;2;High;Public;Far;76;65
2527;2527;64;3;High;Public;Near;68;66
2528;2528;80;0;High;Private;Far;69;67
2529;2529;84;1;Medium;Public;Near;68;73
2530;2530;71;4;Medium;Public;Moderate;51;65
2531;2531;89;4;High;Private;Near;87;74
2532;2532;84;0;Medium;Public;Near;81;66
2533;2533;73;1;Medium;Public;Near;63;67
2534;2534;61;0;Medium;Public;Near;82;58
2535;2535;90;2;High;Public;Moderate;65;71
2536;2536;69;1;Low;Public;Moderate;62;63
2537;2537;93;1;High;Public;Near;87;73
2538;2538;77;1;Medium;Private;Far;90;68
2539;2539;83;4;Medium;Public;Near;81;66
2540;2540;95;3;Medium;Public;Near;89;68
2541;2541;95;2;High;Public;Near;68;66
2542;2542;75;1;High;Public;Near;54;62
2543;2543;68;0;Medium;Public;Moderate;80;78
2544;2544;91;1;Medium;Public;Near;63;68
2545;2545;77;5;Medium;Public;Near;89;77
2546;2546;68;1;Medium;Public;Near;68;65
2547;2547;96;3;Medium;Public;Near;84;73
2548;2548;68;4;Low;Public;Near;78;64
2549;2549;61;0;High;Private;Near;91;67
2550;2550;61;1;Medium;Public;Near;92;69
2551;2551;85;1;Medium;Private;Moderate;53;60
2552;2552;86;0;Medium;Public;Near;65;66
2553;2553;72;2;Low;Public;Near;94;70
2554;2554;73;2;Medium;Public;Near;70;66
2555;2555;74;1;Low;Public;Far;76;64
2556;2556;87;1;Low;Public;Near;59;70
2557;2557;62;3;;Public;Far;78;58
2558;2558;97;0;;Public;Far;63;69
2559;2559;69;0;High;Private;Moderate;91;64
2560;2560;100;2;Medium;Public;Near;60;72
2561;2561;67;1;Medium;Public;Near;68;60
2562;2562;91;2;Medium;Private;Near;55;70
2563;2563;69;1;Medium;Public;Moderate;79;62
2564;2564;63;1;High;Public;Moderate;97;66
2565;2565;95;0;;Private;Far;59;66
2566;2566;94;1;Medium;Public;Moderate;51;65
2567;2567;76;1;Medium;Public;Near;71;64
2568;2568;88;1;Low;Private;Near;87;72
2569;2569;82;3;High;Public;Near;99;71
2570;2570;94;1;Medium;Public;Near;53;68
2571;2571;73;2;High;Public;Moderate;89;68
2572;2572;81;2;Medium;Private;Far;68;64
2573;2573;79;3;High;Public;Near;58;65
2574;2574;74;1;Medium;Public;Moderate;60;64
2575;2575;96;1;High;Public;Moderate;96;75
2576;2576;67;2;Medium;Private;Near;90;61
2577;2577;66;0;Medium;Private;Near;66;68
2578;2578;83;2;High;Public;Moderate;97;70
2579;2579;86;5;Low;Private;Near;55;71
2580;2580;68;0;Medium;Public;Near;66;66
2581;2581;76;0;Medium;Public;Near;83;66
2582;2582;98;0;Medium;Public;Far;100;70
2583;2583;70;0;Medium;Public;Near;73;62
2584;2584;87;4;Medium;Public;Moderate;91;72
2585;2585;90;0;Medium;Public;Moderate;96;72
2586;2586;78;2;Medium;Private;Moderate;50;63
2587;2587;98;5;Medium;Public;Near;64;69
2588;2588;89;0;High;Public;Moderate;55;68
2589;2589;78;0;Medium;Public;Near;89;67
2590;2590;83;3;Medium;Private;Near;78;71
2591;2591;88;2;Medium;Public;Far;55;67
2592;2592;84;0;Medium;Private;Near;71;62
2593;2593;95;0;High;Private;Moderate;76;69
2594;2594;74;2;Medium;Public;Near;85;67
2595;2595;72;2;High;Public;Near;89;71
2596;2596;69;1;High;Public;Far;54;87
2597;2597;62;2;High;Private;Moderate;74;62
2598;2598;62;2;High;Public;Near;58;64
2599;2599;95;3;Medium;Private;Far;88;74
2600;2600;87;0;High;Public;Moderate;83;69
2601;2601;86;1;High;Public;Near;86;65
2602;2602;85;2;Low;Public;Moderate;54;66
2603;2603;94;3;Medium;Public;Near;76;70
2604;2604;79;3;Medium;Public;Near;92;68
2605;2605;95;4;Medium;Public;Near;86;70
2606;2606;74;1;Medium;Public;Near;93;68
2607;2607;97;0;High;Public;Near;60;69
2608;2608;88;2;High;Public;Moderate;64;66
2609;2609;70;0;Low;Public;Moderate;72;65
2610;2610;83;1;Medium;Public;Near;76;71
2611;2611;81;1;Medium;Public;Moderate;63;66
2612;2612;66;2;Medium;Private;Near;69;61
2613;2613;84;3;High;Public;Moderate;84;69
2614;2614;73;1;High;Private;Near;82;65
2615;2615;62;0;Medium;Private;Moderate;56;63
2616;2616;98;2;High;Public;Far;99;73
2617;2617;86;1;Medium;Private;Moderate;78;68
2618;2618;95;1;Low;Public;Far;74;70
2619;2619;87;3;Medium;Public;Near;98;72
2620;2620;74;3;Medium;Private;Moderate;57;68
2621;2621;81;0;Medium;Private;Near;77;68
2622;2622;87;1;Medium;Public;Near;90;71
2623;2623;98;1;Medium;Public;Moderate;70;68
2624;2624;70;3;Medium;Public;Moderate;87;70
2625;2625;95;2;High;Private;Near;95;70
2626;2626;97;2;Medium;Public;Near;63;69
2627;2627;87;2;High;Public;Near;62;73
2628;2628;97;1;High;Public;Near;68;72
2629;2629;76;0;High;Public;Near;71;67
2630;2630;98;2;Low;Private;Near;56;69
2631;2631;88;1;Medium;Private;Near;62;68
2632;2632;62;0;Low;Private;Far;94;64
2633;2633;96;2;High;Private;Moderate;78;71
2634;2634;79;1;High;Public;Near;63;68
2635;2635;78;1;Low;Private;Far;97;70
2636;2636;83;3;Medium;Private;Moderate;89;72
2637;2637;66;2;Medium;Public;Near;68;65
2638;2638;79;1;High;Public;Near;88;70
2639;2639;93;2;Medium;Private;Near;80;69
2640;2640;61;0;Medium;Public;Near;84;64
2641;2641;71;3;Medium;Private;Near;66;67
2642;2642;60;1;Medium;Public;Near;60;65
2643;2643;77;0;Medium;Public;Near;63;62
2644;2644;89;2;High;Private;Moderate;54;68
2645;2645;92;2;Medium;Private;Near;74;68
2646;2646;98;1;High;Private;Moderate;70;68
2647;2647;84;4;High;Private;Near;50;68
2648;2648;70;1;High;Public;Far;93;62
2649;2649;97;4;Medium;Public;Near;84;72
2650;2650;91;1;High;Private;Far;72;69
2651;2651;83;3;High;Public;Moderate;98;68
2652;2652;88;4;High;Public;Moderate;97;71
2653;2653;97;0;Low;Public;Moderate;55;69
2654;2654;88;1;Medium;Public;Near;81;71
2655;2655;75;2;Low;Public;Far;91;65
2656;2656;89;1;Medium;Public;Near;59;68
2657;2657;62;1;High;Public;Near;56;60
2658;2658;75;3;Medium;Private;Near;63;68
2659;2659;76;1;Medium;Public;Near;64;66
2660;2660;67;4;Medium;Private;Moderate;98;66
2661;2661;61;4;Medium;Private;Far;89;62
2662;2662;65;2;Medium;Public;Near;53;61
2663;2663;86;2;Medium;Public;Far;89;69
2664;2664;92;1;Low;Public;Near;58;69
2665;2665;100;4;High;Private;Near;68;74
2666;2666;74;1;Medium;Public;Near;66;62
2667;2667;84;0;Medium;Public;Moderate;64;67
2668;2668;97;1;Medium;Private;Near;65;69
2669;2669;67;1;Medium;Private;Near;88;66
2670;2670;89;2;Medium;Private;Near;63;72
2671;2671;90;2;Medium;Public;Near;90;69
2672;2672;64;0;Medium;Public;Moderate;55;65
2673;2673;94;0;Medium;Private;Near;80;72
2674;2674;93;2;Medium;Private;Near;93;69
2675;2675;61;3;Medium;Public;Near;54;60
2676;2676;64;0;Medium;Public;Near;82;61
2677;2677;62;1;Low;Public;Near;76;63
2678;2678;73;3;High;Private;Near;67;63
2679;2679;80;1;High;Public;Moderate;55;68
2680;2680;81;1;Medium;Private;Near;84;68
2681;2681;71;1;Medium;Private;Near;65;65
2682;2682;96;1;Medium;Public;Near;67;71
2683;2683;75;1;Medium;Private;Near;86;64
2684;2684;62;1;Medium;Private;Near;97;65
2685;2685;72;2;Medium;Public;Near;67;67
2686;2686;81;0;Medium;Public;Near;87;67
2687;2687;76;1;High;Public;Moderate;98;67
2688;2688;71;1;Medium;Public;Near;55;87
2689;2689;65;1;Medium;Private;Moderate;76;67
2690;2690;93;4;Medium;Private;Near;51;72
2691;2691;100;0;High;Public;Near;91;69
2692;2692;73;1;Medium;Public;Moderate;64;65
2693;2693;75;1;Medium;Private;Near;67;66
2694;2694;85;3;Medium;Private;Near;84;70
2695;2695;89;0;Medium;Private;Moderate;89;71
2696;2696;76;1;Low;Public;Moderate;70;67
2697;2697;96;0;High;Public;Far;83;72
2698;2698;82;0;High;Public;Moderate;98;63
2699;2699;78;0;High;Public;Moderate;94;67
2700;2700;86;6;High;Public;Near;85;72
2701;2701;98;1;Medium;Private;Near;97;72
2702;2702;92;1;Medium;Private;Near;94;70
2703;2703;62;0;Medium;Public;Near;86;67
2704;2704;73;0;High;Private;Near;96;68
2705;2705;79;1;Medium;Public;Moderate;91;67
2706;2706;73;3;Medium;Public;Near;75;70
2707;2707;88;1;High;Private;Moderate;75;67
2708;2708;93;1;High;Public;Near;50;71
2709;2709;89;1;High;Public;Near;52;69
2710;2710;100;3;Medium;Public;Near;87;74
2711;2711;71;0;Medium;Private;Near;78;63
2712;2712;95;0;High;Public;Near;88;72
2713;2713;91;2;Medium;Public;Moderate;97;71
2714;2714;74;1;Medium;Public;;73;64
2715;2715;89;1;Medium;Public;Near;54;69
2716;2716;64;2;Low;Private;Moderate;81;62
2717;2717;92;1;Medium;Public;Near;55;69
2718;2718;81;2;Medium;Public;Near;81;68
2719;2719;72;6;Low;Public;Near;76;67
2720;2720;86;2;Medium;Public;Near;86;71
2721;2721;86;1;Medium;Public;Moderate;68;70
2722;2722;68;2;Low;Public;Moderate;57;63
2723;2723;61;0;Medium;Public;Moderate;62;60
2724;2724;77;0;High;Public;Near;84;69
2725;2725;83;3;Medium;Public;Moderate;74;71
2726;2726;95;1;High;Public;Near;77;69
2727;2727;97;2;Medium;Public;Near;66;73
2728;2728;81;1;Medium;Public;Near;92;73
2729;2729;90;1;Medium;Public;Moderate;100;68
2730;2730;78;2;Medium;Public;Moderate;66;67
2731;2731;90;2;Medium;Public;Moderate;86;74
2732;2732;68;3;Medium;Public;Moderate;59;68
2733;2733;75;1;High;Public;Near;87;69
2734;2734;85;4;High;Private;Near;72;69
2735;2735;61;0;Medium;Public;Moderate;80;68
2736;2736;89;1;High;Public;Moderate;62;66
2737;2737;93;3;High;Public;Moderate;93;69
2738;2738;76;1;Medium;Public;Near;59;66
2739;2739;78;5;Medium;Public;Moderate;96;72
2740;2740;94;1;Medium;Public;Near;53;69
2741;2741;91;1;High;Public;Moderate;64;68
2742;2742;72;1;Medium;Private;Near;78;66
2743;2743;73;1;High;Public;Far;93;65
2744;2744;87;2;High;Public;Near;79;71
2745;2745;83;2;Medium;Public;Moderate;61;61
2746;2746;66;1;Medium;Public;Near;93;63
2747;2747;72;1;Medium;Public;Near;80;66
2748;2748;96;0;Medium;Private;Near;62;69
2749;2749;88;0;High;Private;Moderate;78;71
2750;2750;99;0;Medium;Public;Near;84;73
2751;2751;91;2;Medium;Public;Near;84;72
2752;2752;98;2;Medium;Private;Far;86;73
2753;2753;69;1;High;Private;Moderate;95;65
2754;2754;91;1;High;Public;Near;91;71
2755;2755;61;1;High;Public;Near;80;65
2756;2756;87;1;Medium;Public;Near;52;67
2757;2757;79;1;High;Public;Moderate;87;69
2758;2758;74;0;Medium;Private;Moderate;99;63
2759;2759;94;2;Medium;Public;Moderate;65;68
2760;2760;94;1;Medium;Public;Near;80;70
2761;2761;61;1;Medium;Private;Moderate;88;64
2762;2762;84;1;Low;Private;Near;82;64
2763;2763;75;1;Medium;Private;Near;96;68
2764;2764;77;0;Low;Private;Moderate;74;65
2765;2765;93;0;Medium;Public;;77;70
2766;2766;72;0;Medium;Private;Near;52;66
2767;2767;98;1;Medium;Public;Moderate;95;70
2768;2768;67;3;High;Private;Near;63;66
2769;2769;87;2;Medium;Private;Near;99;69
2770;2770;87;2;Low;Private;Moderate;60;69
2771;2771;70;1;Medium;Private;Far;63;64
2772;2772;73;1;High;Public;Moderate;74;64
2773;2773;93;1;Medium;Public;Near;83;69
2774;2774;90;3;Medium;Public;Near;72;67
2775;2775;73;2;Medium;Public;Near;68;63
2776;2776;81;1;High;Public;Moderate;77;67
2777;2777;62;3;Medium;Private;Near;98;65
2778;2778;68;2;Medium;Public;Moderate;98;64
2779;2779;79;3;Medium;Public;Near;66;68
2780;2780;63;0;Medium;Public;Near;84;64
2781;2781;94;2;Medium;Private;Moderate;86;70
2782;2782;89;0;High;Public;Moderate;83;70
2783;2783;98;1;Low;Public;Moderate;56;67
2784;2784;88;2;Medium;Public;Far;77;69
2785;2785;98;2;High;Private;Far;88;70
2786;2786;82;5;High;Public;;60;69
2787;2787;84;1;High;Private;Moderate;67;65
2788;2788;99;0;Low;Public;Moderate;60;66
2789;2789;86;2;Medium;Public;Moderate;94;70
2790;2790;61;1;High;Private;Near;93;63
2791;2791;89;3;;Public;Near;58;69
2792;2792;96;4;Low;Private;Near;88;74
2793;2793;92;2;High;Private;Near;68;70
2794;2794;83;1;Medium;Public;Near;84;66
2795;2795;87;0;Medium;Public;Near;75;68
2796;2796;100;2;Medium;Public;Far;74;67
2797;2797;64;2;Medium;Private;Moderate;94;66
2798;2798;87;0;Medium;Public;Near;82;65
2799;2799;71;3;High;Public;Near;62;66
2800;2800;86;1;Medium;Private;Moderate;56;69
2801;2801;84;2;Low;Public;Moderate;97;67
2802;2802;66;1;Medium;Public;Far;58;69
2803;2803;68;2;Medium;Public;Far;87;66
2804;2804;85;2;Medium;Public;Far;75;64
2805;2805;65;1;Medium;Public;Near;57;61
2806;2806;71;0;Medium;Public;Near;89;61
2807;2807;93;1;High;Public;Moderate;95;70
2808;2808;73;1;Medium;Public;Near;56;65
2809;2809;80;1;Medium;Private;Moderate;53;67
2810;2810;98;0;Medium;Private;Near;92;69
2811;2811;69;2;Low;Public;Moderate;75;63
2812;2812;76;1;High;Public;Near;84;66
2813;2813;84;3;Medium;Public;Near;72;73
2814;2814;90;0;Medium;Public;Near;71;68
2815;2815;96;0;Medium;Private;Far;65;74
2816;2816;97;0;Medium;Public;Near;78;70
2817;2817;91;0;Medium;Public;Far;58;68
2818;2818;69;1;Medium;Public;Moderate;86;67
2819;2819;61;1;Medium;Public;Moderate;77;65
2820;2820;75;5;High;Public;Moderate;92;66
2821;2821;66;0;Medium;Public;Moderate;96;64
2822;2822;88;1;High;Public;Near;95;72
2823;2823;86;2;Medium;Public;Near;80;70
2824;2824;62;1;Medium;Private;Moderate;66;60
2825;2825;93;1;Low;Public;Moderate;68;68
2826;2826;70;1;Medium;Private;Near;83;71
2827;2827;77;1;Medium;Public;Moderate;86;68
2828;2828;87;2;Medium;Public;Near;58;67
2829;2829;77;1;High;Private;Near;100;70
2830;2830;78;0;Medium;Public;Near;55;65
2831;2831;63;0;Medium;Public;Near;80;60
2832;2832;76;2;Medium;Public;Near;77;65
2833;2833;91;0;High;Public;Near;80;70
2834;2834;97;4;Low;Private;Near;77;69
2835;2835;77;1;Medium;Private;Near;53;64
2836;2836;77;2;High;Private;Near;100;67
2837;2837;88;2;Low;Public;Near;99;73
2838;2838;98;1;Medium;Public;Near;76;74
2839;2839;71;0;Medium;Public;Near;60;67
2840;2840;78;2;Medium;Public;Near;59;66
2841;2841;92;4;Medium;Public;Near;53;69
2842;2842;84;1;Medium;Private;Moderate;81;64
2843;2843;64;0;Medium;Public;Near;74;69
2844;2844;85;1;Medium;Public;Near;71;66
2845;2845;67;1;High;Private;Near;76;65
2846;2846;80;1;Medium;Private;Near;94;67
2847;2847;81;3;High;Public;Moderate;54;67
2848;2848;95;0;Medium;Private;Near;77;68
2849;2849;78;4;Medium;Public;Near;85;65
2850;2850;71;4;Medium;Public;Near;99;66
2851;2851;69;2;Medium;Public;Near;87;65
2852;2852;95;0;High;Public;Near;77;71
2853;2853;67;0;Medium;Public;Moderate;88;63
2854;2854;77;2;High;Public;Near;100;70
2855;2855;67;0;Low;Public;Near;94;70
2856;2856;91;3;Medium;Public;Moderate;54;67
2857;2857;79;2;High;Public;Moderate;79;68
2858;2858;74;0;Medium;Public;Moderate;89;63
2859;2859;74;3;Medium;Private;Near;84;70
2860;2860;94;1;High;Private;Near;71;69
2861;2861;82;1;Low;Public;Near;66;66
2862;2862;89;2;High;Public;Moderate;81;70
2863;2863;96;1;Low;Public;Near;71;68
2864;2864;96;0;Medium;Public;Near;70;70
2865;2865;73;0;Medium;Public;Moderate;92;67
2866;2866;98;0;Medium;Private;;66;69
2867;2867;61;2;High;Public;Near;82;64
2868;2868;75;1;Medium;Public;Moderate;94;62
2869;2869;96;1;Medium;Private;Moderate;81;71
2870;2870;71;2;High;Private;;75;69
2871;2871;71;0;High;Public;Far;52;62
2872;2872;72;0;Medium;Public;Near;84;66
2873;2873;84;3;Medium;Private;Moderate;100;64
2874;2874;78;3;Medium;Public;Moderate;90;66
2875;2875;89;2;High;Public;Near;82;72
2876;2876;96;3;Medium;Private;Near;73;71
2877;2877;87;0;Medium;Public;Far;61;65
2878;2878;68;1;Medium;Public;Near;85;65
2879;2879;97;1;Medium;Public;Near;59;70
2880;2880;71;1;Medium;Private;Near;94;68
2881;2881;66;0;Medium;Public;Moderate;68;57
2882;2882;64;4;Low;Public;Far;70;59
2883;2883;83;0;High;Public;Near;61;64
2884;2884;65;2;High;Private;Moderate;74;67
2885;2885;66;2;High;Public;Near;84;60
2886;2886;72;3;High;Public;Far;65;67
2887;2887;71;2;Low;Private;;85;65
2888;2888;84;1;High;Public;Near;81;71
2889;2889;93;0;Medium;Public;Near;69;67
2890;2890;90;0;Medium;Public;Near;66;69
2891;2891;70;1;Medium;Public;Near;93;68
2892;2892;70;0;Medium;Private;Moderate;51;59
2893;2893;99;3;Medium;Public;Near;86;75
2894;2894;60;0;Low;Public;Far;71;59
2895;2895;95;0;High;Public;Moderate;86;71
2896;2896;68;3;High;Private;Moderate;75;71
2897;2897;98;0;High;Private;Near;54;66
2898;2898;74;1;Medium;Private;Moderate;99;69
2899;2899;78;4;High;Public;Moderate;54;65
2900;2900;88;3;Medium;Private;Moderate;58;68
2901;2901;84;5;High;Private;Far;71;68
2902;2902;73;1;High;Public;Near;97;67
2903;2903;82;1;Medium;Public;Near;65;68
2904;2904;89;0;Medium;Public;Moderate;78;68
2905;2905;62;3;Medium;Private;Moderate;76;88
2906;2906;60;1;High;Public;Near;67;66
2907;2907;78;3;Low;Public;Near;85;67
2908;2908;65;2;High;Private;Moderate;75;63
2909;2909;87;3;Medium;Public;Near;79;68
2910;2910;69;2;High;Public;Near;61;65
2911;2911;77;1;Low;Private;Near;96;67
2912;2912;68;3;Medium;Private;Near;56;67
2913;2913;82;1;Medium;Public;Near;85;67
2914;2914;65;1;High;Public;Far;94;64
2915;2915;61;1;Medium;Public;Moderate;54;61
2916;2916;62;2;Medium;Public;Far;51;65
2917;2917;98;1;Medium;Private;Moderate;67;70
