"student_id","sleep_hours","motivation_level","physical_activity","learning_desabilities","gender","exam_score","attendance","tutoring_sessions","teacher_quality","school_type","distance_from_home","previous_scores","parental_involvement","family_income","parental_education_level","hours_studied","access_to_resources","extraurricular_activities","internet_access","peer_influence"
2376,9,"High",4,"No","Male",72,85,4,"Medium","Private","Moderate",65,"High","Low","Postgraduate",29,"Medium","Yes","No","Neutral"
2690,8,"High",2,"Yes","Male",72,93,4,"Medium","Private","Near",51,"High","Medium","High School",24,"Medium","Yes","Yes","Positive"
904,6,"Medium",2,"No","Male",72,83,1,"High","Private","Moderate",98,"Medium","Low","Postgraduate",28,"High","No","Yes","Neutral"
5687,9,"High",3,"No","Male",72,84,0,"Medium","Private","Near",76,"High","High","High School",28,"High","Yes","Yes","Negative"
906,4,"Medium",2,"No","Male",72,96,3,"Medium","Private","Near",90,"High","Low","College",20,"Medium","No","Yes","Neutral"
2406,8,"High",3,"No","Male",72,74,2,"Medium","Public","Near",90,"Medium","Medium","Postgraduate",28,"High","No","Yes","Positive"
5954,7,"Medium",3,"No","Female",72,98,2,"Low","Public","Near",91,"Low","Low","Postgraduate",25,"Low","Yes","Yes","Positive"
2409,8,"Medium",3,"No","Female",72,91,3,"Medium","Public","Near",96,"Low","Medium","High School",25,"Medium","Yes","Yes","Neutral"
5693,7,"Medium",4,"Yes","Male",72,99,2,"High","Public","Moderate",51,"High","High","High School",22,"High","Yes","Yes","Negative"
1125,6,"Low",4,"No","Female",72,85,1,"Medium","Private","Near",96,"Medium","Medium","High School",30,"Medium","Yes","Yes","Neutral"
2697,5,"Medium",2,"No","Male",72,96,0,"High","Public","Far",83,"High","Medium","High School",26,"Medium","No","Yes","Positive"
2421,6,"Medium",4,"No","Male",72,86,2,"Medium","Public","Near",83,"Medium","Low","High School",26,"High","Yes","Yes","Positive"
3117,6,"High",4,"No","Male",72,95,1,"High","Public","Near",91,"Low","Medium","College",19,"High","Yes","Yes","Neutral"
422,9,"Medium",4,"No","Male",72,76,1,"Medium","Private","Near",91,"Medium","Low","Postgraduate",31,"High","Yes","Yes","Neutral"
5701,7,"Medium",3,"No","Female",72,98,1,"Medium","Public","Far",89,"Medium","High","College",20,"High","No","Yes","Positive"
74,4,"Medium",1,"No","Female",72,92,2,"Medium","Public","Near",91,"Low","Medium","Postgraduate",29,"Medium","No","Yes","Negative"
2433,8,"High",2,"Yes","Male",72,98,3,"Medium","Public","Near",89,"Medium","High","College",20,"Medium","Yes","Yes","Negative"
4652,9,"High",3,"No","Male",72,86,1,"High","Public","Near",69,"Medium","Medium","Postgraduate",24,"High","Yes","Yes","Neutral"
4270,8,"Medium",3,"No","Male",72,92,2,"Medium","Public","Moderate",98,"Low","Medium","Postgraduate",26,"Medium","Yes","Yes","Neutral"
6328,8,"Medium",3,"No","Female",72,96,2,"Low","Public","Near",96,"Medium","Low","College",24,"Medium","No","Yes","Positive"
913,8,"Low",3,"No","Male",72,94,0,"Medium","Public","Near",100,"High","Low","Postgraduate",21,"Medium","Yes","Yes","Neutral"
3088,7,"Medium",2,"No","Female",72,89,0,"High","Public","Near",99,"Medium","Medium","High School",27,"Medium","Yes","Yes","Positive"
6290,9,"Low",4,"No","Female",72,95,4,"Medium","Public","Near",96,"Medium","Medium","College",18,"Medium","Yes","Yes","Negative"
5946,8,"Medium",2,"No","Female",72,98,0,"Medium","Private","Moderate",51,"Medium","Medium","College",25,"High","Yes","Yes","Positive"
2700,10,"Medium",2,"No","Male",72,86,6,"High","Public","Near",85,"Low","Low","High School",28,"Medium","No","Yes","Neutral"
5708,4,"Low",4,"No","Female",72,99,2,"Medium","Private","Near",75,"High","Medium","High School",22,"High","No","Yes","Negative"
2701,8,"Low",1,"Yes","Female",72,98,1,"Medium","Private","Near",97,"Medium","High","Postgraduate",22,"Medium","No","Yes","Positive"
2483,6,"Low",3,"No","Male",72,83,1,"Medium","Public","Near",92,"Medium","High","High School",32,"Medium","Yes","Yes","Neutral"
1431,8,"High",2,"No","Female",72,85,5,"High","Public","Near",79,"High","Medium","High School",22,"Medium","No","Yes","Neutral"
1433,6,"Low",2,"No","Female",72,87,3,"Medium","Public","Moderate",96,"High","Medium","High School",25,"High","Yes","No","Positive"
3977,9,"High",4,"No","Female",72,93,1,"Medium","Private","Near",53,"High","Low","College",23,"High","No","Yes","Neutral"
2494,10,"High",4,"No","Female",72,84,3,"High","Public","Far",56,"High","Low","Postgraduate",29,"Medium","Yes","Yes","Neutral"
1438,6,"Medium",3,"No","Male",72,81,0,"Medium","Public","Near",76,"Medium","High","Postgraduate",30,"High","No","Yes","Positive"
1442,9,"Low",4,"No","Female",72,96,0,"Medium","Private","Near",71,"Medium","Low","College",27,"High","No","Yes","Positive"
435,9,"Medium",3,"No","Female",72,95,1,"High","Public","Near",64,"Medium","Medium","High School",29,"Low","No","Yes","Positive"
3999,10,"Medium",3,"No","Male",72,98,0,"Medium","Public","Moderate",61,"Low","Low","Postgraduate",30,"Medium","Yes","Yes","Positive"
4002,6,"Medium",3,"No","Male",72,98,1,"High","Private","Moderate",64,"Medium","High","Postgraduate",20,"Medium","Yes","Yes","Positive"
6392,6,"Low",4,"No","Male",72,98,4,"Medium","Public","Near",80,"Low","Medium","College",20,"Medium","Yes","Yes","Positive"
3049,6,"Low",4,"No","Female",72,96,5,"Medium","Public","Near",93,"Low","Low","High School",23,"High","Yes","Yes","Negative"
4756,8,"Medium",5,"No","Male",72,89,2,"Low","Private","Near",93,"Medium","High","High School",22,"High","No","Yes","Neutral"
3970,9,"Low",5,"No","Male",72,79,2,"Medium","Private","Near",94,"Medium","Low","College",28,"High","Yes","Yes","Positive"
157,4,"Medium",4,"Yes","Male",72,92,2,"High","Public","Far",76,"Medium","Medium","High School",31,"Medium","Yes","Yes","Positive"
4021,7,"Medium",3,"No","Male",72,86,1,NULL,"Public","Near",61,"Medium","High","High School",33,"Medium","No","Yes","Positive"
5303,7,"Medium",5,"No","Male",72,91,3,"Medium","Public","Near",92,"Medium","Low","High School",25,"High","No","Yes","Negative"
5298,6,"High",4,"No","Male",72,99,0,"Medium","Private","Near",58,"Medium","Medium","High School",25,"High","No","Yes","Positive"
3962,5,"Low",4,"No","Male",72,94,1,"Low","Private","Near",92,"Low","High","High School",31,"Medium","No","Yes","Neutral"
2513,4,"High",4,"No","Female",72,92,0,"Medium","Public","Near",93,"High","High","High School",23,"Medium","Yes","Yes","Negative"
4031,8,"Medium",2,"No","Female",72,99,1,"Medium","Public","Near",83,"Medium","Medium","College",25,"Medium","No","Yes","Neutral"
728,5,"High",4,"No","Female",72,99,0,"High","Public","Near",71,"Medium","Medium","College",22,"Medium","Yes","Yes","Neutral"
1427,8,"Medium",3,"No","Female",72,84,1,"Medium","Public","Near",96,"Low","Low","High School",32,"Medium","Yes","Yes","Positive"
3936,8,"Medium",5,"No","Male",72,92,2,"Medium","Private","Near",82,"High","Medium","Postgraduate",22,"Low","No","Yes","Neutral"
3934,7,"Low",3,"Yes","Male",72,83,2,"High","Public","Moderate",94,"High","Low","College",25,"High","Yes","Yes","Positive"
1473,6,"Medium",4,"No","Male",72,97,2,"Medium","Public","Near",94,"Medium","High","Postgraduate",19,"Low","No","Yes","Neutral"
655,10,"Medium",2,"No","Male",72,78,1,"Medium","Private","Near",99,"High","Low","High School",35,"Low","Yes","Yes","Positive"
4048,6,"Medium",5,"No","Male",72,73,0,"High","Public","Moderate",71,"Medium","High","High School",37,"High","Yes","Yes","Positive"
4053,8,"Low",1,"No","Male",72,97,2,"Medium","Public","Far",57,"High","High","Postgraduate",23,"High","Yes","No","Positive"
5117,7,"Medium",3,"No","Female",72,82,3,"High","Public","Far",71,"Medium","Low","Postgraduate",30,"High","Yes","Yes","Neutral"
4058,10,"Medium",2,"No","Male",72,100,3,"Medium","Private","Near",73,"Medium","Medium","College",23,"Low","Yes","Yes","Neutral"
106,6,"Low",4,"No","Male",72,99,3,"Medium","Public","Moderate",92,"Medium","Medium","Postgraduate",22,"Low","Yes","Yes","Negative"
4062,7,"Medium",5,"No","Male",72,91,2,NULL,"Public","Moderate",50,"High","Low","Postgraduate",22,"High","Yes","Yes","Positive"
3930,7,"High",2,"No","Female",72,99,2,"Low","Private","Near",51,"Medium","Medium","Postgraduate",21,"High","No","Yes","Neutral"
4064,9,"Low",4,"No","Female",72,93,3,"High","Public","Near",59,"Medium","Low","Postgraduate",22,"High","No","Yes","Positive"
6179,6,"Medium",4,"No","Female",72,91,2,"High","Public","Moderate",69,"High","Medium","High School",30,"Low","Yes","Yes","Negative"
6423,7,"Medium",2,"No","Male",72,80,2,"Medium","Public","Near",88,"High","High","High School",28,"High","No","Yes","Negative"
3903,7,"Medium",3,"No","Male",72,100,2,"High","Private","Moderate",53,"Low","Low","High School",30,"High","No","Yes","Neutral"
1040,8,"Medium",4,"Yes","Male",72,93,1,"High","Public","Near",88,"Medium","Medium","College",26,"Medium","No","Yes","Neutral"
5122,6,"Medium",3,"No","Male",72,98,2,"Medium","Public","Near",68,"High","Medium","High School",17,"High","No","Yes","Positive"
3897,4,"Low",3,"No","Male",72,91,1,"Low","Public","Moderate",78,"High","Medium","High School",28,"Medium","Yes","Yes","Positive"
678,6,"Low",3,"No","Female",72,80,1,"High","Private","Near",57,"High","Medium","High School",31,"High","Yes","Yes","Positive"
4747,7,"Low",1,"No","Male",72,98,3,"Low","Public","Near",95,"Medium","High","High School",21,"Medium","Yes","Yes","Neutral"
1496,7,"Medium",4,"Yes","Male",72,87,0,"Low","Public","Near",71,"Medium","High","College",32,"High","Yes","Yes","Neutral"
4100,9,"Low",2,"No","Female",72,92,3,"Medium","Public","Near",93,"Medium","High","College",20,"Medium","Yes","Yes","Positive"
2524,7,"High",2,"No","Male",72,96,2,"High","Public","Near",75,"High","Medium",NULL,18,"High","No","Yes","Negative"
2822,8,"Low",4,"No","Female",72,88,1,"High","Public","Near",95,"Medium","High","High School",25,"Medium","Yes","Yes","Neutral"
5347,9,"High",3,"No","Male",72,96,1,"Medium","Public","Near",80,"Medium","Low","College",18,"High","Yes","Yes","Positive"
5180,8,"High",4,"No","Female",72,94,3,"Medium","Public","Near",59,"High","Medium","High School",20,"Medium","No","Yes","Positive"
4130,9,"Medium",2,"Yes","Female",72,84,1,"High","Private","Near",94,"High","Low","High School",30,"Medium","Yes","Yes","Positive"
1408,10,"Low",4,"No","Female",72,86,1,"High","Private","Near",84,"Medium","Low","High School",29,"High","No","Yes","Positive"
4134,6,"High",3,"No","Male",72,76,3,"Medium","Public","Near",75,"Medium","High","High School",28,"High","Yes","Yes","Positive"
3863,5,"Low",2,"No","Male",72,91,4,"Medium","Public","Near",61,"High","Low","Postgraduate",20,"High","Yes","Yes","Positive"
5935,5,"Medium",3,"No","Male",72,99,0,"Medium","Private","Near",54,"Low","Medium","Postgraduate",30,"Medium","No","Yes","Positive"
174,9,"Low",2,"No","Male",72,95,0,"High","Public","Near",88,"Medium","Low","Postgraduate",22,"High","No","Yes","Positive"
5354,7,"Medium",3,"No","Male",72,86,1,"Medium","Private","Moderate",88,"Medium","Medium","Postgraduate",27,"High","No","Yes","Neutral"
686,6,"Low",4,"No","Male",72,90,1,"High","Public","Near",97,"Medium","High","High School",24,"Medium","Yes","Yes","Positive"
1504,10,"Low",3,"No","Male",72,89,3,"Medium","Private","Moderate",91,"High","Medium","College",20,"High","Yes","Yes","Neutral"
4160,6,"Medium",2,"No","Male",72,94,1,"High","Private","Near",99,"Medium","Medium","High School",21,"High","No","Yes","Neutral"
4338,7,"High",3,"No","Female",72,93,1,"High","Public","Near",93,"Low","Medium","High School",23,"High","Yes","Yes","Negative"
4181,5,"High",3,"No","Male",72,99,1,"High","Private","Near",67,"Medium","Medium","College",22,"Medium","Yes","Yes","Negative"
4182,6,"Medium",4,"No","Female",72,92,4,"Low","Private","Moderate",93,"High","Medium","College",17,"High","No","Yes","Neutral"
5265,8,"Low",2,"Yes","Female",72,84,3,"High","Private","Near",68,"High","Low","Postgraduate",27,"High","No","Yes","Positive"
1399,10,"High",2,"No","Male",72,80,4,"Low","Public","Near",71,"High","Low","College",27,"High","No","Yes","Neutral"
6197,7,"High",3,"No","Male",72,99,3,"Medium","Public","Near",89,"High","Low","College",11,"Medium","Yes","Yes","Positive"
3823,8,"Medium",3,"No","Male",72,100,3,"Medium","Public","Near",91,"Medium","Low","High School",20,"Medium","Yes","Yes","Positive"
2712,9,"Medium",2,"No","Female",72,95,0,"High","Public","Near",88,"Medium","Medium","High School",29,"Low","Yes","Yes","Neutral"
454,7,"Medium",4,"Yes","Male",72,95,3,"Medium","Public","Far",86,"Medium","Low","Postgraduate",23,"Medium","Yes","Yes","Positive"
277,7,"Medium",3,"No","Female",72,88,4,"Medium","Public","Near",93,"Medium","Low","High School",21,"High","No","Yes","Positive"
5240,6,"Low",3,"No","Male",72,100,1,"Medium","Public","Near",85,"High","Medium","High School",25,"Low","No","Yes","Positive"
4746,10,"Medium",3,"No","Male",72,100,1,"Medium","Public","Near",86,"High","Medium","High School",18,"Medium","Yes","Yes","Neutral"
5239,5,"Medium",4,"No","Male",72,96,0,"High","Public","Far",58,"High","High","College",21,"High","Yes","Yes","Neutral"
5370,7,"Medium",2,"No","Female",72,79,3,"High","Private","Moderate",78,"Medium","High","Postgraduate",30,"High","No","No","Positive"
5231,7,"Medium",2,"No","Male",72,79,1,"High","Public","Moderate",98,"Medium","Medium","College",31,"High","No","Yes","Neutral"
632,4,"Medium",4,"Yes","Female",72,95,0,"Medium","Private","Moderate",97,"Low","Medium","College",29,"Medium","Yes","Yes","Positive"
5375,9,"Medium",2,"Yes","Male",72,92,1,"High","Public","Near",100,"Medium","High","College",23,"High","No","Yes","Neutral"
5893,6,"Low",1,"No","Male",63,88,1,"High","Public","Near",52,"High","Medium","High School",12,"Medium","No","No","Negative"
4266,8,"Low",3,"No","Male",63,69,1,"Medium","Public","Far",66,"Medium","Medium","College",23,"Low","Yes","No","Positive"
677,5,"Medium",2,"No","Female",63,70,0,"High","Private","Near",59,"Medium","Medium","Postgraduate",13,"Medium","No","Yes","Positive"
4274,8,"Low",1,"No","Male",63,86,0,"Medium","Private","Near",90,"Low","Low","High School",14,"Low","Yes","Yes","Neutral"
4305,6,"Low",3,"No","Female",63,89,1,"High","Public","Near",55,"Medium","Low","High School",12,"Low","Yes","Yes","Negative"
5215,6,"Medium",3,"No","Male",63,61,1,"Medium","Public","Near",74,"High","Low","High School",22,"Low","Yes","Yes","Negative"
4321,7,"Medium",2,"No","Female",63,66,2,"Medium","Private","Moderate",79,"Low","Medium","High School",20,"Low","Yes","Yes","Positive"
5211,7,"Low",2,"No","Female",63,67,2,"Medium","Private","Moderate",70,"Low","Low","Postgraduate",21,"High","No","Yes","Negative"
4330,7,"Medium",5,"No","Male",63,62,1,"Medium","Public","Moderate",62,"Medium","Medium","College",18,"Medium","Yes","Yes","Positive"
4339,6,"Low",3,"No","Female",63,83,1,"High","Public","Far",85,"High","Low","High School",8,"Low","Yes","Yes","Neutral"
111,6,"Medium",2,"No","Male",63,77,0,"Medium","Public","Moderate",87,"High","Low","High School",8,"Medium","Yes","Yes","Neutral"
4348,7,"High",3,"No","Male",63,84,0,"High","Public","Near",55,"Low","Medium",NULL,11,"Medium","Yes","Yes","Negative"
4362,8,"Low",2,"Yes","Male",63,65,2,"Medium","Private","Far",72,"High","Low","Postgraduate",15,"High","Yes","Yes","Neutral"
4367,5,"High",4,"No","Female",63,75,0,"Medium","Private","Near",73,"Medium","Low","High School",17,"Low","No","Yes","Neutral"
4369,8,"Low",3,"No","Male",63,69,2,"Medium","Private","Near",56,"Medium","Medium","Postgraduate",16,"Medium","No","Yes","Neutral"
707,8,"Low",4,"No","Male",63,72,4,"Medium","Public","Near",67,"Medium","Medium","High School",12,"Medium","No","Yes","Neutral"
716,4,"Medium",3,"Yes","Male",63,72,0,"High","Public","Near",68,"Medium","Medium","College",27,"Low","No","No","Negative"
5187,5,"Medium",3,"No","Female",63,73,1,"High","Public","Moderate",65,"Medium","Low","College",18,"Medium","No","Yes","Negative"
4418,8,"High",3,"No","Male",63,73,0,"High","Private","Near",78,"Medium","Medium","High School",8,"High","No","Yes","Negative"
4424,6,"Medium",3,"Yes","Female",63,62,1,"Medium","Public","Near",79,"Low","Low","College",26,"Medium","No","Yes","Positive"
722,7,"Low",2,"No","Male",63,81,1,"Medium","Public","Near",85,"Medium","Low","College",10,"Low","Yes","Yes","Neutral"
723,9,"High",2,"No","Female",63,82,0,"Medium","Private","Moderate",79,"Low","Low","College",12,"Medium","No","Yes","Positive"
4440,6,"Medium",3,"No","Male",63,64,0,"Medium","Public","Moderate",83,"Medium","Medium","High School",23,"Low","Yes","Yes","Neutral"
5172,6,"High",3,"No","Male",63,74,0,"Low","Public","Near",55,"Low","Medium","Postgraduate",12,"High","Yes","Yes","Positive"
5170,6,"Low",3,"No","Male",63,81,1,"Medium","Private","Moderate",85,"Low","Low","High School",13,"Medium","Yes","Yes","Neutral"
4477,9,"Medium",3,"No","Male",63,74,2,"Medium","Public","Near",64,"Medium","Medium","High School",17,"Low","No","Yes","Neutral"
4484,7,"Low",3,"No","Male",63,63,1,"Medium","Public","Moderate",73,"Medium","Low","College",23,"Medium","No","Yes","Neutral"
4506,8,"Low",4,"No","Female",63,64,0,"Medium","Public","Moderate",91,"Low","Low","College",22,"Medium","Yes","Yes","Neutral"
5160,5,"Medium",2,"No","Male",63,64,2,"Medium","Private","Moderate",72,"Medium","Medium","Postgraduate",13,"High","Yes","Yes","Neutral"
4513,6,"Medium",4,"No","Female",63,62,0,"Medium","Private","Near",92,"Medium","Medium","High School",16,"High","No","No","Positive"
4541,6,"Low",2,"No","Female",63,78,2,"Medium","Private","Near",55,"High","Low","High School",14,"Medium","No","Yes","Neutral"
4555,9,"Medium",3,"No","Male",63,71,1,"Medium","Private","Far",68,"Low","Low","High School",20,"Medium","Yes","Yes","Positive"
4561,4,"Medium",4,"No","Male",63,78,1,"Medium","Public",NULL,62,"Medium","Low","College",14,"Medium","No","Yes","Neutral"
4571,7,"Low",4,"No","Female",63,60,3,"High","Private","Near",70,"Medium","High","High School",16,"High","No","Yes","Negative"
4577,10,"Low",3,"No","Male",63,77,2,"Medium","Private","Moderate",55,"Medium","Low","College",13,"Medium","Yes","Yes","Positive"
4587,6,"Medium",3,"No","Male",63,62,1,"Medium","Public","Moderate",59,"Medium","Medium","High School",26,"Medium","No","Yes","Neutral"
5140,8,"Medium",3,"No","Male",63,63,2,"High","Public","Moderate",79,"Medium","Low","College",16,"Medium","No","Yes","Positive"
